1 	 1 	 1 	 0 	 1999 	 0 	 0 	 1999
2 	 3 	 3 	 0 	 1997 	 0 	 0 	 1997
3 	 5 	 5 	 0 	 1995 	 0 	 0 	 1995
4 	 7 	 7 	 0 	 1993 	 0 	 0 	 1993
5 	 9 	 9 	 0 	 1991 	 0 	 0 	 1991
6 	 10 	 10 	 0 	 1990 	 0 	 0 	 1990
7 	 12 	 12 	 0 	 1988 	 0 	 0 	 1988
8 	 14 	 14 	 0 	 1986 	 0 	 0 	 1986
9 	 15 	 15 	 0 	 1985 	 0 	 0 	 1985
10 	 17 	 17 	 0 	 1983 	 0 	 0 	 1983
11 	 18 	 18 	 0 	 1982 	 0 	 0 	 1982
12 	 20 	 20 	 0 	 1980 	 0 	 0 	 1980
13 	 21 	 21 	 0 	 1979 	 0 	 0 	 1979
14 	 23 	 23 	 0 	 1977 	 0 	 0 	 1977
15 	 25 	 25 	 0 	 1975 	 0 	 0 	 1975
16 	 26 	 26 	 0 	 1974 	 0 	 0 	 1974
17 	 28 	 28 	 0 	 1972 	 0 	 0 	 1972
18 	 30 	 30 	 0 	 1970 	 0 	 0 	 1970
19 	 31 	 31 	 0 	 1969 	 0 	 0 	 1969
20 	 33 	 33 	 0 	 1967 	 0 	 0 	 1967
21 	 34 	 34 	 0 	 1966 	 0 	 0 	 1966
22 	 36 	 36 	 0 	 1964 	 0 	 0 	 1964
23 	 38 	 38 	 0 	 1962 	 0 	 0 	 1962
24 	 39 	 39 	 0 	 1961 	 0 	 0 	 1961
25 	 41 	 41 	 0 	 1959 	 0 	 0 	 1959
26 	 42 	 42 	 0 	 1958 	 0 	 0 	 1958
27 	 45 	 45 	 0 	 1955 	 0 	 0 	 1955
28 	 48 	 48 	 0 	 1952 	 0 	 0 	 1952
29 	 49 	 49 	 0 	 1951 	 0 	 0 	 1951
30 	 51 	 51 	 0 	 1949 	 0 	 0 	 1949
31 	 54 	 54 	 0 	 1946 	 0 	 0 	 1946
32 	 55 	 55 	 0 	 1945 	 0 	 0 	 1945
33 	 56 	 56 	 0 	 1944 	 0 	 0 	 1944
